,comment_id,product_id,guid,content,create_time,reference_id,reference_time,score,nickname
0,12036471216,100001270083,f30bf510-c726-435f-917a-567f7a05da34,手机收到后果然没有让人失望，全面屏真的很漂亮，大小合适，外观颜值高，把握手感好，做工也可以，不会让人感觉低端廉价。特地使用了几天后才来评价，屏幕显示效果细腻，手机运行速度快、流畅，不卡顿，打开软件反映迅速，指纹解锁快，通话效果好，电池省电耐用，不玩游戏中轻度使用的话，待机两天没有问题。总之，这款手机真的很好，值得购买，不会后悔!,2018-10-23 16:39:39,8735304,2018-10-14 13:13:32,5,y***9
1,12369139915,100001270083,f984380d-9d8e-4b3c-a718-09e396a6c9cd,手机很好，手感特别棒，性价比很高，就是越来越好，无所畏惧，别问我为什么，我就是喜欢，买来后就是惊讶，Amazing，哈哈，不用都说，一个字，很赞！,2019-01-13 21:01:18,8735304,2019-01-13 00:25:47,5,w***g
2,12796835867,100001270083,1e376ce2-84fa-4498-bc29-92fbb5de3bf1,手机性能好，很漂亮，运行不卡顿，京东物流快，次日就多，拿到手机很激动拆开，外观很美丽，我很喜欢,2019-05-23 20:55:16,100001270083,2019-04-24 22:14:20,5,AiLZWkpIhchz
3,12741086902,100001270083,1666cc48-9a79-49bb-8b79-298770d9ac31,手机绝对是物超所值，家里人用的都是华为，很喜欢荣耀系列。刚试了下王者，真的一点都不卡，全部开最高画面也很流畅。拍照是不用说，千元机我很满足了。唯一不足的就音质没有想象中满意吧,2019-05-08 21:09:11,100001270083,2019-05-07 19:07:20,5,j***9
4,12449667542,100001270083,2a68acf0-3ec2-442d-952f-3bb79feebf73,很漂亮的手机，功能强大值得购买。之前用的是vivo才用了一年左右就不行，这次给老婆买这个红色的老婆很喜欢，大赞,2019-02-13 14:33:19,100000508193,2019-02-11 22:50:18,5,J***0
5,13104979366,100001270083,20e80acd-47b1-45e0-87ab-b865afce19bc,"宝贝不错，现在的价格比去年便宜了好多，屏幕分辨率不错，运行速度很快语音音质好，拍照效果不错！其它都非常满意！
手机用了几天还不错，反应挺快，显示清晰，通话质量也不错，电池耐用，拍照也还不错，一直用华为的手机，支持国货，很强大，发货很快，还有小礼品，非常好，会继续关注",2019-08-10 22:22:21,100001270083,2019-06-18 23:31:11,5,渝-阳
6,13175504295,100001270083,0c1a7782-fc07-430d-9d48-891b3c0dda42,这是我第二次购买了，我觉得性价比很好，我很满意。要不然也不会再买一个。之前买的是我自己用，现在弟弟的手机坏了我就果断的下的这款。弟弟反馈也很满意。体验效果蛮不错的。这款充次电使用时间可以用两天。运行速度也不错。我觉得对于千元机而言是很不错的。总的来说很满意。,2019-08-31 21:21:15,100000304401,2019-08-29 22:01:24,5,1***0
7,13010179863,100001270083,634d3fd3-2084-4b19-bbb5-9e433672d9f6,收到货后，用了几天再来评价！买之前也和其他型号做了对比，还是感觉这个不错，尤其是这个颜色真的是很好看，把玩了半天电量下去的也不多，性能很好，速度快响应流畅，总之感觉这个不错，大品牌值得信赖，还要多多支持国货当自强！,2019-07-13 18:58:50,100001009384,2019-07-06 22:00:50,5,可可乐儿
8,12125417747,100001270083,13016381-0771-4ddc-b4da-8cf45d870bab,手感好，超薄，通话清晰，信号好，感觉做工也很棒，双十一华为就是给力！！！全家都很满意！！！全家老小都是用华为手机，高中低档都有，各司其职，每个领域都做得很棒！用华为手机已经6年了，华为一步一步越做越好，越做越强，真是国人的骄傲！,2018-11-13 11:02:06,100000543206,2018-11-11 00:35:51,5,s***t
9,12388328767,100001270083,31cc8189-42e1-45d0-b008-9304a814646a,6.5寸的屏幕够大，因为是全面屏且屏占比很高，拿在手上却并不觉得体积有多大。屏幕分辨率也挺高的，画面细腻清晰。海思710处理器速度够快，各种应用打开都挺快的。作为千元出头的手机，已经非常不错了。京东自营值得信赖，送货快，包装完好,2019-01-19 12:50:37,8735304,2018-12-24 00:04:52,5,一***d
